gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,grade,math_status,lunch_short,score_spread,rank_dense,rank_average,rank_first,gender_num,race_num,edu_type,lunch_num,prep_num
male,group b,high school,standard,none,47,46,42,45.0,F,fail,standard,5,159.0,945.5,946.0,m,b,school,standard,none
male,group b,associate's degree,standard,none,81,73,72,75.33333333333333,C,pass,standard,9,68.0,310.0,309.0,m,b,degree,standard,none
female,group c,some college,free/reduced,completed,64,85,85,78.0,C,pass,free,21,60.0,244.5,245.0,f,c,college,free,comp
female,group e,some college,standard,none,100,92,97,96.33333333333333,A,pass,standard,8,9.0,18.0,17.0,f,e,college,standard,none
female,group c,associate's degree,free/reduced,none,65,77,74,72.0,C,pass,free,12,78.0,399.0,399.0,f,c,degree,free,none
male,group c,some college,free/reduced,none,65,58,49,57.333333333333336,F,pass,free,16,122.0,767.5,766.0,m,c,college,free,none
female,group c,associate's degree,free/reduced,none,53,61,62,58.666666666666664,F,fail,free,9,118.0,740.0,741.0,f,c,degree,free,none
male,group c,bachelor's degree,free/reduced,none,37,56,47,46.666666666666664,F,fail,free,19,154.0,931.5,931.0,m,c,degree,free,none
female,group d,bachelor's degree,standard,none,79,89,89,85.66666666666667,B,pass,standard,10,37.0,105.5,106.0,f,d,degree,standard,none
male,group d,associate's degree,free/reduced,none,53,54,48,51.666666666666664,F,fail,free,6,139.0,864.5,862.0,m,d,degree,free,none
female,group e,bachelor's degree,standard,none,100,100,100,100.0,A,pass,standard,0,1.0,2.0,1.0,f,e,degree,standard,none
male,group b,high school,standard,completed,72,65,68,68.33333333333333,D,pass,standard,7,89.0,505.0,507.0,m,b,school,standard,comp
male,group c,bachelor's degree,free/reduced,none,53,58,55,55.333333333333336,F,fail,free,5,128.0,805.0,805.0,m,c,degree,free,none
male,group b,some college,free/reduced,none,54,54,45,51.0,F,fail,free,9,141.0,878.0,878.0,m,b,college,free,none
female,group e,some college,standard,none,71,70,76,72.33333333333333,C,pass,standard,6,77.0,391.5,392.0,f,e,college,standard,none
female,group c,some college,free/reduced,none,77,90,91,86.0,B,pass,free,14,36.0,100.5,99.0,f,c,college,free,none
male,group a,bachelor's degree,standard,completed,75,58,62,65.0,D,pass,standard,17,99.0,597.0,598.0,m,a,degree,standard,comp
female,group c,some college,standard,none,84,87,91,87.33333333333333,B,pass,standard,7,32.0,80.0,78.0,f,c,college,standard,none
female,group d,associate's degree,free/reduced,none,26,31,38,31.666666666666668,F,fail,free,12,183.0,987.0,987.0,f,d,degree,free,none
male,group a,high school,free/reduced,completed,72,67,65,68.0,D,pass,free,7,90.0,519.0,516.0,m,a,school,free,comp
female,group a,high school,free/reduced,completed,77,88,85,83.33333333333333,B,pass,free,11,44.0,137.0,136.0,f,a,school,free,comp
male,group c,some college,standard,none,91,74,76,80.33333333333333,B,pass,standard,17,53.0,190.5,192.0,m,c,college,standard,none
female,group c,associate's degree,standard,completed,83,85,90,86.0,B,pass,standard,7,36.0,100.5,100.0,f,c,degree,standard,comp
female,group c,high school,standard,none,63,69,74,68.66666666666667,D,pass,standard,11,88.0,492.5,493.0,f,c,school,standard,none
female,group c,associate's degree,standard,completed,68,86,84,79.33333333333333,C,pass,standard,18,56.0,210.5,213.0,f,c,degree,standard,comp
female,group d,some high school,standard,none,59,67,61,62.333333333333336,D,fail,standard,8,107.0,660.5,658.0,f,d,school,standard,none
female,group b,associate's degree,standard,completed,90,90,91,90.33333333333333,A,pass,standard,1,23.0,49.0,49.0,f,b,degree,standard,comp
female,group d,bachelor's degree,standard,completed,71,76,83,76.66666666666667,C,pass,standard,12,64.0,279.0,279.0,f,d,degree,standard,comp
male,group e,bachelor's degree,standard,completed,76,62,66,68.0,D,pass,standard,14,90.0,519.0,517.0,m,e,degree,standard,comp
male,group d,associate's degree,standard,none,80,68,72,73.33333333333333,C,pass,standard,12,74.0,361.0,361.0,m,d,degree,standard,none
female,group d,master's degree,standard,none,55,64,70,63.0,D,fail,standard,15,105.0,649.0,651.0,f,d,degree,standard,none
male,group e,associate's degree,standard,none,76,71,67,71.33333333333333,C,pass,standard,9,80.0,417.5,416.0,m,e,degree,standard,none
male,group b,high school,standard,completed,73,71,68,70.66666666666667,C,pass,standard,5,82.0,437.0,438.0,m,b,school,standard,comp
female,group d,associate's degree,free/reduced,none,52,59,56,55.666666666666664,F,fail,free,7,127.0,799.0,800.0,f,d,degree,free,none
male,group c,some college,free/reduced,none,68,68,61,65.66666666666667,D,pass,free,7,97.0,579.5,582.0,m,c,college,free,none
male,group a,high school,standard,none,59,52,46,52.333333333333336,F,fail,standard,13,137.0,852.0,851.0,m,a,school,standard,none
female,group b,associate's degree,standard,none,49,52,54,51.666666666666664,F,fail,standard,5,139.0,864.5,863.0,f,b,degree,standard,none
male,group c,high school,standard,none,70,74,71,71.66666666666667,C,pass,standard,4,79.0,407.5,410.0,m,c,school,standard,none
male,group d,some college,free/reduced,none,61,47,56,54.666666666666664,F,pass,free,14,130.0,814.0,812.0,m,d,college,free,none
female,group c,associate's degree,free/reduced,none,60,75,74,69.66666666666667,D,pass,free,15,85.0,462.0,460.0,f,c,degree,free,none
male,group b,some high school,standard,completed,64,53,57,58.0,F,pass,standard,11,120.0,754.5,755.0,m,b,school,standard,comp
male,group a,associate's degree,free/reduced,completed,79,82,82,81.0,B,pass,free,3,51.0,178.5,178.0,m,a,degree,free,comp
female,group a,associate's degree,free/reduced,none,65,85,76,75.33333333333333,C,pass,free,20,68.0,310.0,310.0,f,a,degree,free,none
female,group c,associate's degree,standard,none,64,64,70,66.0,D,pass,standard,6,96.0,568.5,569.0,f,c,degree,standard,none
female,group c,some college,standard,none,83,83,90,85.33333333333333,B,pass,standard,7,38.0,110.5,110.0,f,c,college,standard,none
female,group c,bachelor's degree,standard,none,81,88,90,86.33333333333333,B,pass,standard,9,35.0,95.5,97.0,f,c,degree,standard,none
female,group b,high school,standard,none,54,64,68,62.0,D,fail,standard,14,108.0,667.5,667.0,f,b,school,standard,none
male,group d,high school,standard,completed,68,64,66,66.0,D,pass,standard,4,96.0,568.5,570.0,m,d,school,standard,comp
female,group c,some college,standard,none,54,48,52,51.333333333333336,F,fail,standard,6,140.0,872.5,873.0,f,c,college,standard,none
female,group d,some college,free/reduced,completed,59,78,76,71.0,C,fail,free,19,81.0,429.0,430.0,f,d,college,free,comp
female,group b,some high school,standard,none,66,69,68,67.66666666666667,D,pass,standard,3,91.0,530.0,530.0,f,b,school,standard,none
male,group e,some college,standard,none,76,71,72,73.0,C,pass,standard,5,75.0,372.5,374.0,m,e,college,standard,none
female,group d,master's degree,standard,none,74,79,82,78.33333333333333,C,pass,standard,8,59.0,235.0,234.0,f,d,degree,standard,none
female,group b,associate's degree,standard,completed,94,87,92,91.0,A,pass,standard,7,21.0,46.0,46.0,f,b,degree,standard,comp
male,group c,some college,free/reduced,none,63,61,54,59.333333333333336,F,pass,free,9,116.0,723.5,723.0,m,c,college,free,none
female,group e,associate's degree,standard,completed,95,89,92,92.0,A,pass,standard,6,18.0,35.5,35.0,f,e,degree,standard,comp
female,group d,master's degree,free/reduced,none,40,59,54,51.0,F,fail,free,19,141.0,878.0,879.0,f,d,degree,free,none
female,group b,some high school,standard,none,82,82,80,81.33333333333333,B,pass,standard,2,50.0,175.0,174.0,f,b,school,standard,none
male,group a,high school,standard,none,68,70,66,68.0,D,pass,standard,4,90.0,519.0,518.0,m,a,school,standard,none
male,group b,bachelor's degree,free/reduced,none,55,59,54,56.0,F,fail,free,5,126.0,790.5,788.0,m,b,degree,free,none
male,group c,master's degree,standard,none,79,78,77,78.0,C,pass,standard,2,60.0,244.5,246.0,m,c,degree,standard,none
female,group c,bachelor's degree,standard,none,86,92,87,88.33333333333333,B,pass,standard,6,29.0,71.0,70.0,f,c,degree,standard,none
male,group d,some college,standard,none,76,71,73,73.33333333333333,C,pass,standard,5,74.0,361.0,362.0,m,d,college,standard,none
male,group a,some high school,standard,none,64,50,43,52.333333333333336,F,pass,standard,21,137.0,852.0,852.0,m,a,school,standard,none
male,group d,some high school,free/reduced,none,62,49,52,54.333333333333336,F,pass,free,13,131.0,821.0,821.0,m,d,school,free,none
female,group b,some high school,standard,completed,54,61,62,59.0,F,fail,standard,8,117.0,731.0,731.0,f,b,school,standard,comp
female,group b,master's degree,free/reduced,completed,77,97,94,89.33333333333333,B,pass,free,20,26.0,56.5,57.0,f,b,degree,free,comp
female,group c,some high school,standard,completed,76,87,85,82.66666666666667,B,pass,standard,11,46.0,151.5,151.0,f,c,school,standard,comp
female,group d,some college,standard,none,74,89,84,82.33333333333333,B,pass,standard,15,47.0,160.0,161.0,f,d,college,standard,none
female,group e,some college,standard,completed,66,74,73,71.0,C,pass,standard,8,81.0,429.0,431.0,f,e,college,standard,comp
female,group d,some high school,standard,completed,66,78,78,74.0,C,pass,standard,12,72.0,347.5,347.0,f,d,school,standard,comp
female,group b,high school,free/reduced,completed,67,78,79,74.66666666666667,C,pass,free,12,70.0,328.5,327.0,f,b,school,free,comp
male,group d,some college,standard,none,71,49,52,57.333333333333336,F,pass,standard,22,122.0,767.5,767.0,m,d,college,standard,none
female,group c,associate's degree,standard,none,91,86,84,87.0,B,pass,standard,7,33.0,85.5,83.0,f,c,degree,standard,none
male,group d,bachelor's degree,standard,none,69,58,57,61.333333333333336,D,pass,standard,12,110.0,682.0,681.0,m,d,degree,standard,none
male,group c,master's degree,free/reduced,none,54,59,50,54.333333333333336,F,fail,free,9,131.0,821.0,822.0,m,c,degree,free,none
male,group c,high school,standard,completed,53,52,49,51.333333333333336,F,fail,standard,4,140.0,872.5,874.0,m,c,school,standard,comp
male,group e,some college,standard,none,68,60,59,62.333333333333336,D,pass,standard,9,107.0,660.5,659.0,m,e,college,standard,none
male,group c,some high school,free/reduced,completed,56,61,60,59.0,F,fail,free,5,117.0,731.0,732.0,m,c,school,free,comp
female,group c,high school,free/reduced,none,36,53,43,44.0,F,fail,free,17,162.0,952.5,953.0,f,c,school,free,none
female,group d,bachelor's degree,free/reduced,none,29,41,47,39.0,F,fail,free,18,174.0,975.5,976.0,f,d,degree,free,none
female,group c,associate's degree,standard,none,62,74,70,68.66666666666667,D,pass,standard,12,88.0,492.5,494.0,f,c,degree,standard,none
female,group c,associate's degree,standard,completed,68,67,73,69.33333333333333,D,pass,standard,6,86.0,469.5,465.0,f,c,degree,standard,comp
female,group c,some high school,standard,none,47,54,53,51.333333333333336,F,fail,standard,7,140.0,872.5,875.0,f,c,school,standard,none
male,group e,associate's degree,standard,completed,62,61,58,60.333333333333336,D,pass,standard,4,113.0,703.5,703.0,m,e,degree,standard,comp
female,group e,associate's degree,standard,completed,79,88,94,87.0,B,pass,standard,15,33.0,85.5,84.0,f,e,degree,standard,comp
male,group b,high school,standard,completed,73,69,68,70.0,D,pass,standard,5,84.0,453.5,450.0,m,b,school,standard,comp
female,group c,bachelor's degree,free/reduced,completed,66,83,83,77.33333333333333,C,pass,free,17,62.0,261.5,265.0,f,c,degree,free,comp
male,group c,associate's degree,standard,completed,51,60,58,56.333333333333336,F,fail,standard,9,125.0,782.5,781.0,m,c,degree,standard,comp
female,group d,high school,standard,none,51,66,62,59.666666666666664,F,fail,standard,15,115.0,718.0,718.0,f,d,school,standard,none
male,group e,bachelor's degree,standard,completed,85,66,71,74.0,C,pass,standard,19,72.0,347.5,348.0,m,e,degree,standard,comp
male,group a,associate's degree,standard,completed,97,92,86,91.66666666666667,A,pass,standard,11,19.0,39.5,40.0,m,a,degree,standard,comp
male,group c,high school,standard,completed,75,69,68,70.66666666666667,C,pass,standard,7,82.0,437.0,439.0,m,c,school,standard,comp
male,group d,associate's degree,free/reduced,completed,79,82,80,80.33333333333333,B,pass,free,3,53.0,190.5,193.0,m,d,degree,free,comp
female,group c,associate's degree,standard,none,81,77,79,79.0,C,pass,standard,4,57.0,218.0,219.0,f,c,degree,standard,none
female,group d,associate's degree,standard,none,82,95,89,88.66666666666667,B,pass,standard,13,28.0,66.0,67.0,f,d,degree,standard,none
female,group d,master's degree,standard,none,64,63,66,64.33333333333333,D,pass,standard,3,101.0,617.5,619.0,f,d,degree,standard,none
male,group e,some high school,free/reduced,completed,78,83,80,80.33333333333333,B,pass,free,5,53.0,190.5,194.0,m,e,school,free,comp
female,group a,some high school,standard,completed,92,100,97,96.33333333333333,A,pass,standard,8,9.0,18.0,18.0,f,a,school,standard,comp
male,group c,high school,standard,completed,72,67,64,67.66666666666667,D,pass,standard,8,91.0,530.0,531.0,m,c,school,standard,comp
female,group c,high school,free/reduced,none,62,67,64,64.33333333333333,D,pass,free,5,101.0,617.5,620.0,f,c,school,free,none
male,group c,master's degree,standard,none,79,72,69,73.33333333333333,C,pass,standard,10,74.0,361.0,363.0,m,c,degree,standard,none
male,group c,some high school,free/reduced,none,79,76,65,73.33333333333333,C,pass,free,14,74.0,361.0,364.0,m,c,school,free,none
male,group b,bachelor's degree,free/reduced,completed,87,90,88,88.33333333333333,B,pass,free,3,29.0,71.0,71.0,m,b,degree,free,comp
female,group b,associate's degree,standard,none,40,48,50,46.0,F,fail,standard,10,156.0,940.0,940.0,f,b,degree,standard,none
male,group d,some college,free/reduced,none,77,62,64,67.66666666666667,D,pass,free,15,91.0,530.0,532.0,m,d,college,free,none
male,group e,associate's degree,standard,none,53,45,40,46.0,F,fail,standard,13,156.0,940.0,941.0,m,e,degree,standard,none
female,group c,some college,free/reduced,none,32,39,33,34.666666666666664,F,fail,free,7,180.0,983.5,983.0,f,c,college,free,none
female,group c,associate's degree,standard,completed,55,72,79,68.66666666666667,D,fail,standard,24,88.0,492.5,495.0,f,c,degree,standard,comp
male,group c,master's degree,free/reduced,none,61,67,66,64.66666666666667,D,pass,free,6,100.0,607.0,606.0,m,c,degree,free,none
female,group b,associate's degree,free/reduced,none,53,70,70,64.33333333333333,D,fail,free,17,101.0,617.5,621.0,f,b,degree,free,none
male,group d,some high school,standard,none,73,66,62,67.0,D,pass,standard,11,93.0,544.0,543.0,m,d,school,standard,none
female,group d,some college,standard,completed,74,75,79,76.0,C,pass,standard,5,66.0,292.0,289.0,f,d,college,standard,comp
female,group c,some college,standard,none,63,74,74,70.33333333333333,C,pass,standard,11,83.0,443.5,442.0,f,c,college,standard,none
male,group c,bachelor's degree,standard,completed,96,90,92,92.66666666666667,A,pass,standard,6,16.0,32.0,32.0,m,c,degree,standard,comp
female,group d,some college,free/reduced,completed,63,80,80,74.33333333333333,C,pass,free,17,71.0,338.5,336.0,f,d,college,free,comp
male,group b,bachelor's degree,free/reduced,none,48,51,46,48.333333333333336,F,fail,free,5,149.0,917.5,918.0,m,b,degree,free,none
male,group b,associate's degree,standard,none,48,43,45,45.333333333333336,F,fail,standard,5,158.0,943.5,944.0,m,b,degree,standard,none
female,group e,bachelor's degree,free/reduced,completed,92,100,100,97.33333333333333,A,pass,free,8,6.0,12.5,12.0,f,e,degree,free,comp
female,group d,master's degree,free/reduced,completed,61,71,78,70.0,D,pass,free,17,84.0,453.5,451.0,f,d,degree,free,comp
male,group b,high school,free/reduced,none,63,48,47,52.666666666666664,F,pass,free,16,136.0,846.0,847.0,m,b,school,free,none
male,group d,bachelor's degree,free/reduced,none,68,68,67,67.66666666666667,D,pass,free,1,91.0,530.0,533.0,m,d,degree,free,none
male,group b,some college,standard,completed,71,75,70,72.0,C,pass,standard,5,78.0,399.0,400.0,m,b,college,standard,comp
male,group a,bachelor's degree,standard,none,91,96,92,93.0,A,pass,standard,5,15.0,30.0,30.0,m,a,degree,standard,none
female,group c,some college,standard,none,53,62,56,57.0,F,fail,standard,9,123.0,773.5,774.0,f,c,college,standard,none
female,group c,high school,free/reduced,completed,50,66,64,60.0,F,fail,free,16,114.0,711.5,714.0,f,c,school,free,comp
female,group e,high school,standard,none,74,81,71,75.33333333333333,C,pass,standard,10,68.0,310.0,311.0,f,e,school,standard,none
male,group a,associate's degree,free/reduced,completed,40,55,53,49.333333333333336,F,fail,free,15,146.0,902.5,904.0,m,a,degree,free,comp
male,group a,some college,standard,completed,61,51,52,54.666666666666664,F,pass,standard,10,130.0,814.0,813.0,m,a,college,standard,comp
female,group b,high school,standard,none,81,91,89,87.0,B,pass,standard,10,33.0,85.5,85.0,f,b,school,standard,none
female,group b,some college,free/reduced,completed,48,56,58,54.0,F,fail,free,10,132.0,826.5,826.0,f,b,college,free,comp
female,group d,master's degree,standard,none,53,61,68,60.666666666666664,D,fail,standard,15,112.0,696.0,696.0,f,d,degree,standard,none
female,group d,some high school,standard,none,81,97,96,91.33333333333333,A,pass,standard,16,20.0,44.0,45.0,f,d,school,standard,none
female,group e,some high school,standard,none,77,79,80,78.66666666666667,C,pass,standard,3,58.0,226.0,226.0,f,e,school,standard,none
female,group d,bachelor's degree,free/reduced,none,63,73,78,71.33333333333333,C,pass,free,15,80.0,417.5,417.0,f,d,degree,free,none
female,group d,associate's degree,standard,completed,73,75,80,76.0,C,pass,standard,7,66.0,292.0,290.0,f,d,degree,standard,comp
female,group d,some college,standard,none,69,77,77,74.33333333333333,C,pass,standard,8,71.0,338.5,337.0,f,d,college,standard,none
female,group c,associate's degree,standard,none,65,76,76,72.33333333333333,C,pass,standard,11,77.0,391.5,393.0,f,c,degree,standard,none
female,group a,high school,standard,none,55,73,73,67.0,D,fail,standard,18,93.0,544.0,544.0,f,a,school,standard,none
female,group c,bachelor's degree,free/reduced,none,44,63,62,56.333333333333336,F,fail,free,19,125.0,782.5,782.0,f,c,degree,free,none
female,group c,some college,standard,none,54,64,65,61.0,D,fail,standard,11,111.0,689.5,688.0,f,c,college,standard,none
female,group a,some high school,standard,none,48,66,65,59.666666666666664,F,fail,standard,18,115.0,718.0,719.0,f,a,school,standard,none
male,group c,some college,free/reduced,none,58,57,54,56.333333333333336,F,fail,free,4,125.0,782.5,783.0,m,c,college,free,none
male,group a,some high school,standard,none,71,62,50,61.0,D,pass,standard,21,111.0,689.5,689.0,m,a,school,standard,none
male,group e,bachelor's degree,standard,none,68,68,64,66.66666666666667,D,pass,standard,4,94.0,552.5,553.0,m,e,degree,standard,none
female,group e,high school,standard,none,74,76,73,74.33333333333333,C,pass,standard,3,71.0,338.5,338.0,f,e,school,standard,none
female,group c,bachelor's degree,standard,completed,92,100,99,97.0,A,pass,standard,8,7.0,14.5,14.0,f,c,degree,standard,comp
female,group c,bachelor's degree,standard,completed,56,79,72,69.0,D,fail,standard,23,87.0,480.5,483.0,f,c,degree,standard,comp
male,group b,high school,free/reduced,none,30,24,15,23.0,F,fail,free,15,192.0,998.0,998.0,m,b,school,free,none
male,group a,some high school,standard,none,53,54,48,51.666666666666664,F,fail,standard,6,139.0,864.5,864.0,m,a,school,standard,none
female,group d,high school,standard,none,69,77,73,73.0,C,pass,standard,8,75.0,372.5,375.0,f,d,school,standard,none
female,group d,some high school,standard,none,65,82,81,76.0,C,pass,standard,17,66.0,292.0,291.0,f,d,school,standard,none
female,group d,master's degree,standard,none,54,60,63,59.0,F,fail,standard,9,117.0,731.0,733.0,f,d,degree,standard,none
female,group c,high school,standard,none,29,29,30,29.333333333333332,F,fail,standard,1,189.0,994.0,994.0,f,c,school,standard,none
female,group e,some college,standard,none,76,78,80,78.0,C,pass,standard,4,60.0,244.5,247.0,f,e,college,standard,none
male,group d,high school,free/reduced,none,60,57,51,56.0,F,pass,free,9,126.0,790.5,789.0,m,d,school,free,none
male,group d,master's degree,free/reduced,completed,84,89,90,87.66666666666667,B,pass,free,6,31.0,76.5,77.0,m,d,degree,free,comp
male,group c,some high school,standard,none,75,72,62,69.66666666666667,D,pass,standard,13,85.0,462.0,461.0,m,c,school,standard,none
female,group c,associate's degree,standard,none,85,84,82,83.66666666666667,B,pass,standard,3,43.0,132.5,131.0,f,c,degree,standard,none
female,group c,master's degree,free/reduced,none,40,58,54,50.666666666666664,F,fail,free,18,142.0,882.0,881.0,f,c,degree,free,none
female,group e,some college,standard,none,61,64,62,62.333333333333336,D,pass,standard,3,107.0,660.5,660.0,f,e,college,standard,none
female,group b,associate's degree,standard,none,58,63,65,62.0,D,fail,standard,7,108.0,667.5,668.0,f,b,degree,standard,none
male,group d,some college,free/reduced,completed,69,60,63,64.0,D,pass,free,9,102.0,627.0,629.0,m,d,college,free,comp
female,group c,some college,standard,none,58,59,66,61.0,D,fail,standard,8,111.0,689.5,690.0,f,c,college,standard,none
male,group c,bachelor's degree,standard,completed,94,90,91,91.66666666666667,A,pass,standard,4,19.0,39.5,41.0,m,c,degree,standard,comp
female,group c,associate's degree,standard,none,65,77,74,72.0,C,pass,standard,12,78.0,399.0,401.0,f,c,degree,standard,none
female,group a,associate's degree,standard,none,82,93,93,89.33333333333333,B,pass,standard,11,26.0,56.5,58.0,f,a,degree,standard,none
female,group c,high school,standard,none,60,68,72,66.66666666666667,D,pass,standard,12,94.0,552.5,554.0,f,c,school,standard,none
female,group e,bachelor's degree,standard,none,37,45,38,40.0,F,fail,standard,8,171.0,969.5,970.0,f,e,degree,standard,none
male,group d,bachelor's degree,standard,none,88,78,83,83.0,B,pass,standard,10,45.0,144.0,144.0,m,d,degree,standard,none
male,group d,master's degree,standard,none,95,81,84,86.66666666666667,B,pass,standard,14,34.0,90.5,91.0,m,d,degree,standard,none
male,group c,associate's degree,free/reduced,completed,65,73,68,68.66666666666667,D,pass,free,8,88.0,492.5,496.0,m,c,degree,free,comp
female,group c,high school,free/reduced,none,35,61,54,50.0,F,fail,free,26,144.0,894.5,894.0,f,c,school,free,none
male,group b,bachelor's degree,free/reduced,none,62,63,56,60.333333333333336,D,pass,free,7,113.0,703.5,704.0,m,b,degree,free,none
male,group c,high school,free/reduced,completed,58,51,52,53.666666666666664,F,fail,free,7,133.0,833.0,834.0,m,c,school,free,comp
male,group a,some college,standard,completed,100,96,86,94.0,A,pass,standard,14,12.0,24.5,25.0,m,a,college,standard,comp
female,group e,bachelor's degree,free/reduced,none,61,58,62,60.333333333333336,D,pass,free,4,113.0,703.5,705.0,f,e,degree,free,none
male,group d,some college,standard,completed,100,97,99,98.66666666666667,A,pass,standard,3,4.0,7.5,8.0,m,d,college,standard,comp
male,group b,associate's degree,free/reduced,completed,69,70,63,67.33333333333333,D,pass,free,7,92.0,536.5,538.0,m,b,degree,free,comp
male,group d,associate's degree,standard,none,61,48,46,51.666666666666664,F,pass,standard,15,139.0,864.5,865.0,m,d,degree,standard,none
male,group d,some college,free/reduced,none,49,57,46,50.666666666666664,F,fail,free,11,142.0,882.0,882.0,m,d,college,free,none
female,group c,some high school,standard,completed,44,51,55,50.0,F,fail,standard,11,144.0,894.5,895.0,f,c,school,standard,comp
male,group d,some college,standard,none,67,64,70,67.0,D,pass,standard,6,93.0,544.0,545.0,m,d,college,standard,none
male,group b,high school,standard,none,79,60,65,68.0,D,pass,standard,19,90.0,519.0,519.0,m,b,school,standard,none
female,group b,bachelor's degree,standard,completed,66,74,81,73.66666666666667,C,pass,standard,15,73.0,353.0,354.0,f,b,degree,standard,comp
female,group c,high school,standard,none,75,88,85,82.66666666666667,B,pass,standard,13,46.0,151.5,152.0,f,c,school,standard,none
male,group d,some high school,standard,none,84,84,80,82.66666666666667,B,pass,standard,4,46.0,151.5,153.0,m,d,school,standard,none
male,group a,high school,standard,none,71,74,64,69.66666666666667,D,pass,standard,10,85.0,462.0,462.0,m,a,school,standard,none
female,group b,high school,free/reduced,completed,67,80,81,76.0,C,pass,free,14,66.0,292.0,292.0,f,b,school,free,comp
female,group d,some high school,standard,completed,80,92,88,86.66666666666667,B,pass,standard,12,34.0,90.5,92.0,f,d,school,standard,comp
male,group e,some college,standard,none,86,76,74,78.66666666666667,C,pass,standard,12,58.0,226.0,227.0,m,e,college,standard,none
female,group d,associate's degree,standard,none,76,74,73,74.33333333333333,C,pass,standard,3,71.0,338.5,339.0,f,d,degree,standard,none
male,group d,high school,standard,none,41,52,51,48.0,F,fail,standard,11,150.0,922.5,921.0,m,d,school,standard,none
female,group d,associate's degree,free/reduced,completed,74,88,90,84.0,B,pass,free,16,42.0,126.5,126.0,f,d,degree,free,comp
female,group b,some high school,free/reduced,none,72,81,79,77.33333333333333,C,pass,free,9,62.0,261.5,266.0,f,b,school,free,none
female,group e,high school,standard,completed,74,79,80,77.66666666666667,C,pass,standard,6,61.0,252.0,252.0,f,e,school,standard,comp
male,group b,high school,standard,none,70,65,60,65.0,D,pass,standard,10,99.0,597.0,599.0,m,b,school,standard,none
female,group b,bachelor's degree,standard,completed,65,81,81,75.66666666666667,C,pass,standard,16,67.0,301.5,300.0,f,b,degree,standard,comp
female,group d,associate's degree,standard,none,59,70,65,64.66666666666667,D,fail,standard,11,100.0,607.0,607.0,f,d,degree,standard,none
female,group e,high school,free/reduced,none,64,62,68,64.66666666666667,D,pass,free,6,100.0,607.0,608.0,f,e,school,free,none
female,group b,high school,standard,none,50,53,55,52.666666666666664,F,fail,standard,5,136.0,846.0,848.0,f,b,school,standard,none
female,group d,some college,standard,completed,69,79,81,76.33333333333333,C,pass,standard,12,65.0,284.5,286.0,f,d,college,standard,comp
male,group c,some high school,free/reduced,completed,51,56,53,53.333333333333336,F,fail,free,5,134.0,838.5,839.0,m,c,school,free,comp
female,group a,high school,standard,completed,68,80,76,74.66666666666667,C,pass,standard,12,70.0,328.5,328.0,f,a,school,standard,comp
female,group d,some college,standard,completed,85,86,98,89.66666666666667,B,pass,standard,13,25.0,53.5,54.0,f,d,college,standard,comp
female,group a,associate's degree,standard,completed,65,70,74,69.66666666666667,D,pass,standard,9,85.0,462.0,463.0,f,a,degree,standard,comp
female,group b,some high school,standard,none,73,79,79,77.0,C,pass,standard,6,63.0,272.5,274.0,f,b,school,standard,none
female,group b,some college,standard,none,62,67,67,65.33333333333333,D,pass,standard,5,98.0,588.0,588.0,f,b,college,standard,none
male,group c,associate's degree,free/reduced,none,77,67,64,69.33333333333333,D,pass,free,13,86.0,469.5,466.0,m,c,degree,free,none
male,group d,some high school,standard,none,69,66,61,65.33333333333333,D,pass,standard,8,98.0,588.0,589.0,m,d,school,standard,none
female,group d,associate's degree,free/reduced,none,43,60,58,53.666666666666664,F,fail,free,17,133.0,833.0,835.0,f,d,degree,free,none
male,group d,associate's degree,standard,none,90,87,85,87.33333333333333,B,pass,standard,5,32.0,80.0,79.0,m,d,degree,standard,none
male,group c,some college,free/reduced,none,74,77,73,74.66666666666667,C,pass,free,4,70.0,328.5,329.0,m,c,college,free,none
male,group c,some high school,standard,none,73,66,63,67.33333333333333,D,pass,standard,10,92.0,536.5,539.0,m,c,school,standard,none
female,group d,some college,free/reduced,none,55,71,69,65.0,D,fail,free,16,99.0,597.0,600.0,f,d,college,free,none
female,group c,high school,standard,none,65,69,67,67.0,D,pass,standard,4,93.0,544.0,546.0,f,c,school,standard,none
male,group d,associate's degree,standard,none,80,63,63,68.66666666666667,D,pass,standard,17,88.0,492.5,497.0,m,d,degree,standard,none
female,group c,some high school,free/reduced,completed,50,60,60,56.666666666666664,F,fail,free,10,124.0,777.5,778.0,f,c,school,free,comp
female,group c,some college,free/reduced,completed,63,73,71,69.0,D,pass,free,10,87.0,480.5,484.0,f,c,college,free,comp
female,group b,bachelor's degree,free/reduced,none,77,85,87,83.0,B,pass,free,10,45.0,144.0,145.0,f,b,degree,free,none
male,group c,some college,standard,none,73,74,61,69.33333333333333,D,pass,standard,13,86.0,469.5,467.0,m,c,college,standard,none
male,group d,associate's degree,standard,completed,81,72,77,76.66666666666667,C,pass,standard,9,64.0,279.0,280.0,m,d,degree,standard,comp
female,group c,high school,free/reduced,none,66,76,68,70.0,D,pass,free,10,84.0,453.5,452.0,f,c,school,free,none
male,group d,associate's degree,free/reduced,none,52,57,50,53.0,F,fail,free,7,135.0,841.5,841.0,m,d,degree,free,none
female,group c,some college,standard,none,69,78,76,74.33333333333333,C,pass,standard,9,71.0,338.5,340.0,f,c,college,standard,none
